Dia,Hora,Minuto,Segundo,Microsegundo
2020-07-09,13,42,8,494626
2020-07-09,13,42,8,507245
2020-07-09,13,42,8,519907
2020-07-09,13,42,8,532452
2020-07-09,13,42,8,545175
2020-07-09,13,42,8,558193
2020-07-09,13,42,8,570833
2020-07-09,13,42,8,583267
2020-07-09,13,42,8,595907
2020-07-09,13,42,8,608498
2020-07-09,13,42,8,620807
2020-07-09,13,42,8,633114
2020-07-09,13,42,8,645580
2020-07-09,13,42,8,658028
2020-07-09,13,42,8,670240
2020-07-09,13,42,8,682728
2020-07-09,13,42,8,695278
2020-07-09,13,42,8,707698
2020-07-09,13,42,8,720433
2020-07-09,13,42,8,733282
2020-07-09,13,42,8,745833
2020-07-09,13,42,8,758830
2020-07-09,13,42,8,771493
2020-07-09,13,42,8,784066
2020-07-09,13,42,8,796741
2020-07-09,13,42,8,809153
2020-07-09,13,42,8,821686
2020-07-09,13,42,8,834466
2020-07-09,13,42,8,846803
2020-07-09,13,42,8,859328
2020-07-09,13,42,8,871886
2020-07-09,13,42,8,884038
2020-07-09,13,42,8,896343
2020-07-09,13,42,8,908693
2020-07-09,13,42,8,921623
2020-07-09,13,42,8,934640
2020-07-09,13,42,8,947274
2020-07-09,13,42,8,959774
2020-07-09,13,42,8,972276
2020-07-09,13,42,8,985363
2020-07-09,13,42,8,997921
2020-07-09,13,42,9,10525
2020-07-09,13,42,9,23288
2020-07-09,13,42,9,35868
2020-07-09,13,42,9,48395
2020-07-09,13,42,9,60960
2020-07-09,13,42,9,73486
2020-07-09,13,42,9,85827
2020-07-09,13,42,9,98109
2020-07-09,13,42,9,110376
2020-07-09,13,42,9,122686
2020-07-09,13,42,9,135083
2020-07-09,13,42,9,147917
2020-07-09,13,42,9,160846
2020-07-09,13,42,9,173776
2020-07-09,13,42,9,186442
2020-07-09,13,42,9,198933
2020-07-09,13,42,9,211454
2020-07-09,13,42,9,224068
2020-07-09,13,42,9,236707
2020-07-09,13,42,9,249180
2020-07-09,13,42,9,261619
2020-07-09,13,42,9,274128
2020-07-09,13,42,9,286732
2020-07-09,13,42,9,299260
2020-07-09,13,42,9,311617
2020-07-09,13,42,9,324292
2020-07-09,13,42,9,336917
2020-07-09,13,42,9,349459
2020-07-09,13,42,9,362181
2020-07-09,13,42,9,374613
2020-07-09,13,42,9,387219
2020-07-09,13,42,9,399847
2020-07-09,13,42,9,412251
2020-07-09,13,42,9,424791
2020-07-09,13,42,9,437948
2020-07-09,13,42,9,450154
2020-07-09,13,42,9,462698
2020-07-09,13,42,9,475088
2020-07-09,13,42,9,487633
2020-07-09,13,42,9,500298
2020-07-09,13,42,9,512675
2020-07-09,13,42,9,525198
2020-07-09,13,42,9,537277
2020-07-09,13,42,9,549639
2020-07-09,13,42,9,561972
2020-07-09,13,42,9,574378
2020-07-09,13,42,9,586873
2020-07-09,13,42,9,599411
2020-07-09,13,42,9,611977
2020-07-09,13,42,9,624892
2020-07-09,13,42,9,637411
2020-07-09,13,42,9,650202
2020-07-09,13,42,9,662935
2020-07-09,13,42,9,675497
2020-07-09,13,42,9,688057
2020-07-09,13,42,9,700451
2020-07-09,13,42,9,712987
2020-07-09,13,42,9,725562
2020-07-09,13,42,9,738242
2020-07-09,13,42,9,751358
2020-07-09,13,42,9,763650
2020-07-09,13,42,9,776054
2020-07-09,13,42,9,788644
2020-07-09,13,42,9,801172
2020-07-09,13,42,9,814203
2020-07-09,13,42,9,826523
2020-07-09,13,42,9,839139
2020-07-09,13,42,9,851720
2020-07-09,13,42,9,864188
2020-07-09,13,42,9,876676
2020-07-09,13,42,9,889317
2020-07-09,13,42,9,901787
2020-07-09,13,42,9,913942
2020-07-09,13,42,9,926303
2020-07-09,13,42,9,938666
2020-07-09,13,42,9,951714
2020-07-09,13,42,9,964248
2020-07-09,13,42,9,977281
2020-07-09,13,42,9,990352
2020-07-09,13,42,10,2792
2020-07-09,13,42,10,17151
2020-07-09,13,42,10,29427
2020-07-09,13,42,10,42073
2020-07-09,13,42,10,54768
2020-07-09,13,42,10,66955
2020-07-09,13,42,10,80132
2020-07-09,13,42,10,92226
2020-07-09,13,42,10,104671
2020-07-09,13,42,10,117206
2020-07-09,13,42,10,129471
2020-07-09,13,42,10,142000
2020-07-09,13,42,10,154305
2020-07-09,13,42,10,166642
2020-07-09,13,42,10,179171
2020-07-09,13,42,10,191677
2020-07-09,13,42,10,204571
2020-07-09,13,42,10,218350
2020-07-09,13,42,10,229812
2020-07-09,13,42,10,242379
2020-07-09,13,42,10,255084
2020-07-09,13,42,10,267667
2020-07-09,13,42,10,280251
2020-07-09,13,42,10,292603
2020-07-09,13,42,10,305133
2020-07-09,13,42,10,317787
2020-07-09,13,42,10,330232
2020-07-09,13,42,10,342729
2020-07-09,13,42,10,355257
2020-07-09,13,42,10,368253
2020-07-09,13,42,10,381343
2020-07-09,13,42,10,394271
2020-07-09,13,42,10,407017
2020-07-09,13,42,10,419608
2020-07-09,13,42,10,432304
2020-07-09,13,42,10,444878
2020-07-09,13,42,10,457457
2020-07-09,13,42,10,470475
2020-07-09,13,42,10,482826
2020-07-09,13,42,10,495370
2020-07-09,13,42,10,508053
2020-07-09,13,42,10,520553
2020-07-09,13,42,10,532940
2020-07-09,13,42,10,545448
2020-07-09,13,42,10,558014
2020-07-09,13,42,10,570262
2020-07-09,13,42,10,582721
2020-07-09,13,42,10,595257
2020-07-09,13,42,10,607737
2020-07-09,13,42,10,620396
2020-07-09,13,42,10,633760
2020-07-09,13,42,10,645707
2020-07-09,13,42,10,658275
2020-07-09,13,42,10,670762
2020-07-09,13,42,10,683278
2020-07-09,13,42,10,695757
2020-07-09,13,42,10,708323
2020-07-09,13,42,10,720991
2020-07-09,13,42,10,733461
2020-07-09,13,42,10,745976
2020-07-09,13,42,10,758197
2020-07-09,13,42,10,770554
2020-07-09,13,42,10,782931
2020-07-09,13,42,10,795258
2020-07-09,13,42,10,807685
2020-07-09,13,42,10,820037
2020-07-09,13,42,10,832402
2020-07-09,13,42,10,844789
2020-07-09,13,42,10,857115
2020-07-09,13,42,10,869486
2020-07-09,13,42,10,881863
2020-07-09,13,42,10,894177
2020-07-09,13,42,10,906558
2020-07-09,13,42,10,918906
2020-07-09,13,42,10,931246
2020-07-09,13,42,10,943635
2020-07-09,13,42,10,956066
2020-07-09,13,42,10,968353
2020-07-09,13,42,10,980741
2020-07-09,13,42,10,993079
2020-07-09,13,42,11,5460
2020-07-09,13,42,11,17826
2020-07-09,13,42,11,30162
2020-07-09,13,42,11,42541
2020-07-09,13,42,11,54948
2020-07-09,13,42,11,67283
2020-07-09,13,42,11,79613
2020-07-09,13,42,11,91982
2020-07-09,13,42,11,104322
2020-07-09,13,42,11,116670
2020-07-09,13,42,11,129034
2020-07-09,13,42,11,141362
2020-07-09,13,42,11,153829
2020-07-09,13,42,11,166548
2020-07-09,13,42,11,178877
2020-07-09,13,42,11,191461
2020-07-09,13,42,11,204230
2020-07-09,13,42,11,216806
2020-07-09,13,42,11,229989
2020-07-09,13,42,11,242599
2020-07-09,13,42,11,255178
2020-07-09,13,42,11,267871
2020-07-09,13,42,11,280308
2020-07-09,13,42,11,292868
2020-07-09,13,42,11,305480
2020-07-09,13,42,11,317622
2020-07-09,13,42,11,329953
2020-07-09,13,42,11,342278
2020-07-09,13,42,11,354763
2020-07-09,13,42,11,367070
2020-07-09,13,42,11,379648
2020-07-09,13,42,11,392207
2020-07-09,13,42,11,405240
2020-07-09,13,42,11,418351
2020-07-09,13,42,11,431078
2020-07-09,13,42,11,443639
2020-07-09,13,42,11,456498
2020-07-09,13,42,11,469523
2020-07-09,13,42,11,482290
2020-07-09,13,42,11,494629
2020-07-09,13,42,11,507250
2020-07-09,13,42,11,519258
2020-07-09,13,42,11,531740
2020-07-09,13,42,11,544498
2020-07-09,13,42,11,557116
2020-07-09,13,42,11,569402
2020-07-09,13,42,11,582030
2020-07-09,13,42,11,594434
2020-07-09,13,42,11,606994
2020-07-09,13,42,11,619832
2020-07-09,13,42,11,632706
2020-07-09,13,42,11,645674
2020-07-09,13,42,11,658367
2020-07-09,13,42,11,670907
2020-07-09,13,42,11,684493
2020-07-09,13,42,11,696089
2020-07-09,13,42,11,708200
2020-07-09,13,42,11,720515
2020-07-09,13,42,11,733042
2020-07-09,13,42,11,745428
2020-07-09,13,42,11,757824
2020-07-09,13,42,11,770132
2020-07-09,13,42,11,782478
2020-07-09,13,42,11,795035
2020-07-09,13,42,11,807963
2020-07-09,13,42,11,820655
2020-07-09,13,42,11,833494
2020-07-09,13,42,11,846866
2020-07-09,13,42,11,859307
2020-07-09,13,42,11,871905
2020-07-09,13,42,11,884768
2020-07-09,13,42,11,897280
2020-07-09,13,42,11,909984
2020-07-09,13,42,11,922808
2020-07-09,13,42,11,935059
2020-07-09,13,42,11,947636
2020-07-09,13,42,11,960610
2020-07-09,13,42,11,973306
2020-07-09,13,42,11,985954
2020-07-09,13,42,11,998057
2020-07-09,13,42,12,10518
2020-07-09,13,42,12,23131
2020-07-09,13,42,12,36067
2020-07-09,13,42,12,49020
2020-07-09,13,42,12,62116
2020-07-09,13,42,12,74923
2020-07-09,13,42,12,87512
2020-07-09,13,42,12,100181
2020-07-09,13,42,12,112659
2020-07-09,13,42,12,125180
2020-07-09,13,42,12,137786
2020-07-09,13,42,12,150445
2020-07-09,13,42,12,162794
2020-07-09,13,42,12,175044
2020-07-09,13,42,12,187340
2020-07-09,13,42,12,202063
2020-07-09,13,42,12,214391
2020-07-09,13,42,12,226781
2020-07-09,13,42,12,239168
2020-07-09,13,42,12,251550
2020-07-09,13,42,12,263989
2020-07-09,13,42,12,276266
2020-07-09,13,42,12,288654
2020-07-09,13,42,12,301003
2020-07-09,13,42,12,313332
2020-07-09,13,42,12,325691
2020-07-09,13,42,12,338022
2020-07-09,13,42,12,350413
2020-07-09,13,42,12,362766
2020-07-09,13,42,12,375109
2020-07-09,13,42,12,387473
2020-07-09,13,42,12,399848
2020-07-09,13,42,12,412178
2020-07-09,13,42,12,424608
2020-07-09,13,42,12,436959
2020-07-09,13,42,12,449326
2020-07-09,13,42,12,461710
2020-07-09,13,42,12,474059
2020-07-09,13,42,12,486556
2020-07-09,13,42,12,498973
2020-07-09,13,42,12,511504
2020-07-09,13,42,12,523964
2020-07-09,13,42,12,536453
2020-07-09,13,42,12,549049
2020-07-09,13,42,12,561554
2020-07-09,13,42,12,573958
2020-07-09,13,42,12,586108
2020-07-09,13,42,12,598452
2020-07-09,13,42,12,610846
2020-07-09,13,42,12,623417
2020-07-09,13,42,12,636059
2020-07-09,13,42,12,648878
2020-07-09,13,42,12,661291
2020-07-09,13,42,12,674197
2020-07-09,13,42,12,686922
2020-07-09,13,42,12,699575
2020-07-09,13,42,12,712153
2020-07-09,13,42,12,724850
2020-07-09,13,42,12,737215
2020-07-09,13,42,12,749479
2020-07-09,13,42,12,761982
2020-07-09,13,42,12,774895
2020-07-09,13,42,12,787285
2020-07-09,13,42,12,799521
2020-07-09,13,42,12,811806
2020-07-09,13,42,12,824115
2020-07-09,13,42,12,837078
2020-07-09,13,42,12,849816
2020-07-09,13,42,12,862218
2020-07-09,13,42,12,874760
2020-07-09,13,42,12,887465
2020-07-09,13,42,12,900006
2020-07-09,13,42,12,912775
2020-07-09,13,42,12,925368
2020-07-09,13,42,12,938012
2020-07-09,13,42,12,950552
2020-07-09,13,42,12,963395
2020-07-09,13,42,12,975581
2020-07-09,13,42,12,988343
2020-07-09,13,42,13,925
2020-07-09,13,42,13,13072
2020-07-09,13,42,13,25385
2020-07-09,13,42,13,37833
2020-07-09,13,42,13,50511
2020-07-09,13,42,13,63036
2020-07-09,13,42,13,76110
2020-07-09,13,42,13,88572
2020-07-09,13,42,13,101572
2020-07-09,13,42,13,114443
2020-07-09,13,42,13,127035
2020-07-09,13,42,13,139783
2020-07-09,13,42,13,152289
2020-07-09,13,42,13,164866
2020-07-09,13,42,13,177375
2020-07-09,13,42,13,189563
2020-07-09,13,42,13,202123
2020-07-09,13,42,13,214142
2020-07-09,13,42,13,226541
2020-07-09,13,42,13,238868
2020-07-09,13,42,13,251199
2020-07-09,13,42,13,263592
2020-07-09,13,42,13,276151
2020-07-09,13,42,13,289152
2020-07-09,13,42,13,302152
2020-07-09,13,42,13,314641
2020-07-09,13,42,13,327068
2020-07-09,13,42,13,339726
2020-07-09,13,42,13,352721
2020-07-09,13,42,13,365042
2020-07-09,13,42,13,377682
2020-07-09,13,42,13,389878
2020-07-09,13,42,13,402337
2020-07-09,13,42,13,414689
2020-07-09,13,42,13,427093
2020-07-09,13,42,13,439432
2020-07-09,13,42,13,451898
2020-07-09,13,42,13,464434
2020-07-09,13,42,13,476947
2020-07-09,13,42,13,490644
2020-07-09,13,42,13,502965
2020-07-09,13,42,13,515598
2020-07-09,13,42,13,528371
2020-07-09,13,42,13,541029
2020-07-09,13,42,13,554301
2020-07-09,13,42,13,566902
2020-07-09,13,42,13,579301
2020-07-09,13,42,13,591953
2020-07-09,13,42,13,604511
2020-07-09,13,42,13,616968
2020-07-09,13,42,13,629620
2020-07-09,13,42,13,642181
2020-07-09,13,42,13,654715
2020-07-09,13,42,13,667304
2020-07-09,13,42,13,679850
2020-07-09,13,42,13,692440
2020-07-09,13,42,13,705041
2020-07-09,13,42,13,717674
2020-07-09,13,42,13,730398
2020-07-09,13,42,13,742666
2020-07-09,13,42,13,755207
2020-07-09,13,42,13,767738
2020-07-09,13,42,13,780480
2020-07-09,13,42,13,793176
2020-07-09,13,42,13,805377
2020-07-09,13,42,13,818102
2020-07-09,13,42,13,830671
2020-07-09,13,42,13,843223
2020-07-09,13,42,13,855769
2020-07-09,13,42,13,867852
2020-07-09,13,42,13,880192
2020-07-09,13,42,13,892465
2020-07-09,13,42,13,904807
2020-07-09,13,42,13,917156
2020-07-09,13,42,13,929484
2020-07-09,13,42,13,941828
2020-07-09,13,42,13,954154
2020-07-09,13,42,13,966630
2020-07-09,13,42,13,978880
2020-07-09,13,42,13,991181
2020-07-09,13,42,14,3522
2020-07-09,13,42,14,15870
2020-07-09,13,42,14,28217
2020-07-09,13,42,14,40543
2020-07-09,13,42,14,53089
2020-07-09,13,42,14,65449
2020-07-09,13,42,14,77859
2020-07-09,13,42,14,90695
2020-07-09,13,42,14,103199
2020-07-09,13,42,14,115750
2020-07-09,13,42,14,128575
2020-07-09,13,42,14,141428
2020-07-09,13,42,14,154337
2020-07-09,13,42,14,166884
2020-07-09,13,42,14,179639
2020-07-09,13,42,14,192308
2020-07-09,13,42,14,204831
2020-07-09,13,42,14,217453
2020-07-09,13,42,14,229485
2020-07-09,13,42,14,241854
2020-07-09,13,42,14,254151
2020-07-09,13,42,14,266475
2020-07-09,13,42,14,278996
2020-07-09,13,42,14,291834
2020-07-09,13,42,14,304767
2020-07-09,13,42,14,317415
2020-07-09,13,42,14,330378
2020-07-09,13,42,14,342887
2020-07-09,13,42,14,355413
2020-07-09,13,42,14,368246
2020-07-09,13,42,14,381260
2020-07-09,13,42,14,394045
2020-07-09,13,42,14,412303
2020-07-09,13,42,14,424299
2020-07-09,13,42,14,436614
2020-07-09,13,42,14,449562
2020-07-09,13,42,14,461992
2020-07-09,13,42,14,474298
2020-07-09,13,42,14,486846
2020-07-09,13,42,14,499219
2020-07-09,13,42,14,511714
2020-07-09,13,42,14,524229
2020-07-09,13,42,14,537311
2020-07-09,13,42,14,550278
2020-07-09,13,42,14,562912
2020-07-09,13,42,14,575300
2020-07-09,13,42,14,587849
2020-07-09,13,42,14,601233
2020-07-09,13,42,14,613113
2020-07-09,13,42,14,625229
2020-07-09,13,42,14,637545
2020-07-09,13,42,14,649834
2020-07-09,13,42,14,662182
2020-07-09,13,42,14,674544
2020-07-09,13,42,14,686883
2020-07-09,13,42,14,699204
2020-07-09,13,42,14,712052
2020-07-09,13,42,14,725092
2020-07-09,13,42,14,737439
2020-07-09,13,42,14,750104
2020-07-09,13,42,14,762613
2020-07-09,13,42,14,775362
2020-07-09,13,42,14,787966
2020-07-09,13,42,14,800658
2020-07-09,13,42,14,813099
2020-07-09,13,42,14,825551
2020-07-09,13,42,14,838782
2020-07-09,13,42,14,851359
2020-07-09,13,42,14,863519
2020-07-09,13,42,14,875775
2020-07-09,13,42,14,888125
2020-07-09,13,42,14,900647
2020-07-09,13,42,14,913255
2020-07-09,13,42,14,926244
2020-07-09,13,42,14,938770
2020-07-09,13,42,14,951391
2020-07-09,13,42,14,964476
2020-07-09,13,42,14,976808
2020-07-09,13,42,14,989689
2020-07-09,13,42,15,2661
2020-07-09,13,42,15,15234
2020-07-09,13,42,15,28034
2020-07-09,13,42,15,40219
2020-07-09,13,42,15,52445
2020-07-09,13,42,15,64816
2020-07-09,13,42,15,77560
2020-07-09,13,42,15,90126
2020-07-09,13,42,15,102661
2020-07-09,13,42,15,115025
2020-07-09,13,42,15,127455
2020-07-09,13,42,15,139955
2020-07-09,13,42,15,152876
2020-07-09,13,42,15,166171
2020-07-09,13,42,15,178992
2020-07-09,13,42,15,191598
2020-07-09,13,42,15,204416
2020-07-09,13,42,15,217165
2020-07-09,13,42,15,229499
2020-07-09,13,42,15,242074
2020-07-09,13,42,15,254618
2020-07-09,13,42,15,267141
2020-07-09,13,42,15,279829
2020-07-09,13,42,15,292071
2020-07-09,13,42,15,304266
2020-07-09,13,42,15,316606
2020-07-09,13,42,15,329134
2020-07-09,13,42,15,342154
2020-07-09,13,42,15,354585
2020-07-09,13,42,15,367146
2020-07-09,13,42,15,379927
2020-07-09,13,42,15,392777
2020-07-09,13,42,15,405458
2020-07-09,13,42,15,418232
2020-07-09,13,42,15,430691
2020-07-09,13,42,15,443125
2020-07-09,13,42,15,455342
2020-07-09,13,42,15,467687
2020-07-09,13,42,15,480048
2020-07-09,13,42,15,492490
2020-07-09,13,42,15,504801
2020-07-09,13,42,15,517188
2020-07-09,13,42,15,530104
2020-07-09,13,42,15,542556
2020-07-09,13,42,15,555094
2020-07-09,13,42,15,567925
2020-07-09,13,42,15,580621
2020-07-09,13,42,15,593683
2020-07-09,13,42,15,606374
2020-07-09,13,42,15,618949
2020-07-09,13,42,15,631484
2020-07-09,13,42,15,644036
2020-07-09,13,42,15,656567
2020-07-09,13,42,15,669050
2020-07-09,13,42,15,681562
2020-07-09,13,42,15,694308
2020-07-09,13,42,15,706736
2020-07-09,13,42,15,719262
2020-07-09,13,42,15,731950
2020-07-09,13,42,15,744655
2020-07-09,13,42,15,756937
2020-07-09,13,42,15,769876
2020-07-09,13,42,15,782653
2020-07-09,13,42,15,795460
2020-07-09,13,42,15,808020
2020-07-09,13,42,15,820604
2020-07-09,13,42,15,833287
2020-07-09,13,42,15,845835
2020-07-09,13,42,15,858125
2020-07-09,13,42,15,870322
2020-07-09,13,42,15,882685
2020-07-09,13,42,15,895034
2020-07-09,13,42,15,907698
2020-07-09,13,42,15,920039
2020-07-09,13,42,15,932477
2020-07-09,13,42,15,945392
2020-07-09,13,42,15,958483
2020-07-09,13,42,15,970935
2020-07-09,13,42,15,983715
2020-07-09,13,42,15,996543
2020-07-09,13,42,16,9336
2020-07-09,13,42,16,22336
2020-07-09,13,42,16,34905
2020-07-09,13,42,16,47351
2020-07-09,13,42,16,59976
2020-07-09,13,42,16,72540
2020-07-09,13,42,16,85025
2020-07-09,13,42,16,97557
2020-07-09,13,42,16,109871
2020-07-09,13,42,16,122151
2020-07-09,13,42,16,134420
2020-07-09,13,42,16,146801
2020-07-09,13,42,16,159185
2020-07-09,13,42,16,171548
2020-07-09,13,42,16,183909
2020-07-09,13,42,16,196311
2020-07-09,13,42,16,208608
2020-07-09,13,42,16,220985
2020-07-09,13,42,16,233357
2020-07-09,13,42,16,245851
2020-07-09,13,42,16,258175
2020-07-09,13,42,16,270531
2020-07-09,13,42,16,282895
2020-07-09,13,42,16,295490
2020-07-09,13,42,16,308053
2020-07-09,13,42,16,320419
2020-07-09,13,42,16,332772
2020-07-09,13,42,16,345329
2020-07-09,13,42,16,358304
2020-07-09,13,42,16,370883
2020-07-09,13,42,16,383629
2020-07-09,13,42,16,396252
2020-07-09,13,42,16,409000
2020-07-09,13,42,16,421822
2020-07-09,13,42,16,434776
2020-07-09,13,42,16,447299
2020-07-09,13,42,16,459983
