Dia,Hora,Minuto,Segundo,Microsegundo
2020-07-08,19,53,41,729225
2020-07-08,19,53,41,737633
2020-07-08,19,53,41,750164
2020-07-08,19,53,41,757078
2020-07-08,19,53,41,769462
2020-07-08,19,53,41,776177
2020-07-08,19,53,41,789497
2020-07-08,19,53,41,810447
2020-07-08,19,53,41,822695
2020-07-08,19,53,41,832581
2020-07-08,19,53,41,844979
2020-07-08,19,53,41,853171
2020-07-08,19,53,41,865580
2020-07-08,19,53,41,872302
2020-07-08,19,53,41,884610
2020-07-08,19,53,41,891385
2020-07-08,19,53,41,903880
2020-07-08,19,53,41,911485
2020-07-08,19,53,41,924012
2020-07-08,19,53,41,931514
2020-07-08,19,53,41,943865
2020-07-08,19,53,41,954865
2020-07-08,19,53,41,967983
2020-07-08,19,53,42,7110
2020-07-08,19,53,42,19522
2020-07-08,19,53,42,32654
2020-07-08,19,53,42,45145
2020-07-08,19,53,42,58100
2020-07-08,19,53,42,70539
2020-07-08,19,53,42,80638
2020-07-08,19,53,42,93030
2020-07-08,19,53,42,102912
2020-07-08,19,53,42,115344
2020-07-08,19,53,42,123485
2020-07-08,19,53,42,135976
2020-07-08,19,53,42,144896
2020-07-08,19,53,42,157309
2020-07-08,19,53,42,165692
2020-07-08,19,53,42,178091
2020-07-08,19,53,42,186553
2020-07-08,19,53,42,198902
2020-07-08,19,53,42,208086
2020-07-08,19,53,42,220568
2020-07-08,19,53,42,229047
2020-07-08,19,53,42,241428
2020-07-08,19,53,42,249132
2020-07-08,19,53,42,261544
2020-07-08,19,53,42,270934
2020-07-08,19,53,42,283298
2020-07-08,19,53,42,291564
2020-07-08,19,53,42,303968
2020-07-08,19,53,42,312446
2020-07-08,19,53,42,324787
2020-07-08,19,53,42,332020
2020-07-08,19,53,42,345001
2020-07-08,19,53,42,367783
2020-07-08,19,53,42,380078
2020-07-08,19,53,42,391538
2020-07-08,19,53,42,404033
2020-07-08,19,53,42,412149
2020-07-08,19,53,42,424531
2020-07-08,19,53,42,433641
2020-07-08,19,53,42,446004
2020-07-08,19,53,42,453410
2020-07-08,19,53,42,466261
2020-07-08,19,53,42,501558
2020-07-08,19,53,42,514029
2020-07-08,19,53,42,535012
2020-07-08,19,53,42,547395
2020-07-08,19,53,42,557218
2020-07-08,19,53,42,569583
2020-07-08,19,53,42,582571
2020-07-08,19,53,42,595001
2020-07-08,19,53,42,606789
2020-07-08,19,53,42,619241
2020-07-08,19,53,42,633559
2020-07-08,19,53,42,645887
2020-07-08,19,53,42,659384
2020-07-08,19,53,42,671649
2020-07-08,19,53,42,681029
2020-07-08,19,53,42,693572
2020-07-08,19,53,42,701362
2020-07-08,19,53,42,713661
2020-07-08,19,53,42,722594
2020-07-08,19,53,42,735532
2020-07-08,19,53,42,777822
2020-07-08,19,53,42,792972
2020-07-08,19,53,42,828742
2020-07-08,19,53,42,841024
2020-07-08,19,53,42,852280
2020-07-08,19,53,42,864668
2020-07-08,19,53,42,875675
2020-07-08,19,53,42,888019
2020-07-08,19,53,42,899979
2020-07-08,19,53,42,912719
2020-07-08,19,53,42,921050
2020-07-08,19,53,42,933645
2020-07-08,19,53,42,941084
2020-07-08,19,53,42,953556
2020-07-08,19,53,42,960869
2020-07-08,19,53,42,973440
2020-07-08,19,53,42,981733
2020-07-08,19,53,42,994077
2020-07-08,19,53,43,2253
2020-07-08,19,53,43,14834
2020-07-08,19,53,43,22573
2020-07-08,19,53,43,34870
2020-07-08,19,53,43,46074
2020-07-08,19,53,43,58459
2020-07-08,19,53,43,66483
2020-07-08,19,53,43,79377
2020-07-08,19,53,43,118729
2020-07-08,19,53,43,131488
2020-07-08,19,53,43,165334
2020-07-08,19,53,43,177898
2020-07-08,19,53,43,192103
2020-07-08,19,53,43,204874
2020-07-08,19,53,43,220405
2020-07-08,19,53,43,232925
2020-07-08,19,53,43,246796
2020-07-08,19,53,43,259119
2020-07-08,19,53,43,275167
2020-07-08,19,53,43,287663
2020-07-08,19,53,43,301713
2020-07-08,19,53,43,314398
2020-07-08,19,53,43,327574
2020-07-08,19,53,43,339959
2020-07-08,19,53,43,356344
2020-07-08,19,53,43,368832
2020-07-08,19,53,43,387212
2020-07-08,19,53,43,399582
2020-07-08,19,53,43,420196
2020-07-08,19,53,43,432608
2020-07-08,19,53,43,445975
2020-07-08,19,53,43,458430
2020-07-08,19,53,43,472921
2020-07-08,19,53,43,485246
2020-07-08,19,53,43,500232
2020-07-08,19,53,43,512633
2020-07-08,19,53,43,525993
2020-07-08,19,53,43,538400
2020-07-08,19,53,43,552117
2020-07-08,19,53,43,564579
2020-07-08,19,53,43,580758
2020-07-08,19,53,43,593146
2020-07-08,19,53,43,607029
2020-07-08,19,53,43,619425
2020-07-08,19,53,43,633671
2020-07-08,19,53,43,646094
2020-07-08,19,53,43,659354
2020-07-08,19,53,43,671732
2020-07-08,19,53,43,685519
2020-07-08,19,53,43,697919
2020-07-08,19,53,43,720477
2020-07-08,19,53,43,732962
2020-07-08,19,53,43,745320
2020-07-08,19,53,43,757857
2020-07-08,19,53,43,770306
2020-07-08,19,53,43,782639
2020-07-08,19,53,43,795482
2020-07-08,19,53,43,807615
2020-07-08,19,53,43,820033
2020-07-08,19,53,43,832492
2020-07-08,19,53,43,844929
2020-07-08,19,53,43,857339
2020-07-08,19,53,43,869799
2020-07-08,19,53,43,882407
2020-07-08,19,53,43,894670
2020-07-08,19,53,43,907114
2020-07-08,19,53,43,919513
2020-07-08,19,53,43,931967
2020-07-08,19,53,43,944342
2020-07-08,19,53,43,956730
2020-07-08,19,53,43,969185
2020-07-08,19,53,43,981728
2020-07-08,19,53,43,994046
2020-07-08,19,53,44,6773
2020-07-08,19,53,44,19154
2020-07-08,19,53,44,31893
2020-07-08,19,53,44,44597
2020-07-08,19,53,44,57758
2020-07-08,19,53,44,70532
2020-07-08,19,53,44,83002
2020-07-08,19,53,44,95377
2020-07-08,19,53,44,108106
2020-07-08,19,53,44,120274
2020-07-08,19,53,44,132682
2020-07-08,19,53,44,144955
2020-07-08,19,53,44,157312
2020-07-08,19,53,44,169620
2020-07-08,19,53,44,181946
2020-07-08,19,53,44,194274
2020-07-08,19,53,44,206599
2020-07-08,19,53,44,218933
2020-07-08,19,53,44,231314
2020-07-08,19,53,44,243688
2020-07-08,19,53,44,256080
2020-07-08,19,53,44,268496
2020-07-08,19,53,44,280827
2020-07-08,19,53,44,293176
2020-07-08,19,53,44,305490
2020-07-08,19,53,44,317819
2020-07-08,19,53,44,330769
2020-07-08,19,53,44,343784
2020-07-08,19,53,44,356061
2020-07-08,19,53,44,368705
2020-07-08,19,53,44,381412
2020-07-08,19,53,44,394324
2020-07-08,19,53,44,406995
2020-07-08,19,53,44,419659
2020-07-08,19,53,44,431998
2020-07-08,19,53,44,444159
2020-07-08,19,53,44,456570
2020-07-08,19,53,44,469010
2020-07-08,19,53,44,481428
2020-07-08,19,53,44,493939
2020-07-08,19,53,44,506374
2020-07-08,19,53,44,518762
2020-07-08,19,53,44,531565
2020-07-08,19,53,44,543670
2020-07-08,19,53,44,556104
2020-07-08,19,53,44,568490
2020-07-08,19,53,44,580965
2020-07-08,19,53,44,593444
2020-07-08,19,53,44,606765
2020-07-08,19,53,44,618889
2020-07-08,19,53,44,631471
2020-07-08,19,53,44,644317
2020-07-08,19,53,44,656728
2020-07-08,19,53,44,669209
2020-07-08,19,53,44,681663
2020-07-08,19,53,44,694125
2020-07-08,19,53,44,706622
2020-07-08,19,53,44,719018
2020-07-08,19,53,44,731538
2020-07-08,19,53,44,744046
2020-07-08,19,53,44,756560
2020-07-08,19,53,44,769276
2020-07-08,19,53,44,783250
2020-07-08,19,53,44,795852
2020-07-08,19,53,44,808097
2020-07-08,19,53,44,820476
2020-07-08,19,53,44,833085
2020-07-08,19,53,44,845629
2020-07-08,19,53,44,858258
2020-07-08,19,53,44,871377
2020-07-08,19,53,44,883915
2020-07-08,19,53,44,896474
2020-07-08,19,53,44,909140
2020-07-08,19,53,44,921624
2020-07-08,19,53,44,933670
2020-07-08,19,53,44,946030
2020-07-08,19,53,44,958504
2020-07-08,19,53,44,970993
2020-07-08,19,53,44,983334
2020-07-08,19,53,44,995669
2020-07-08,19,53,45,8166
2020-07-08,19,53,45,20544
2020-07-08,19,53,45,33045
2020-07-08,19,53,45,45387
2020-07-08,19,53,45,57870
2020-07-08,19,53,45,70274
2020-07-08,19,53,45,82746
2020-07-08,19,53,45,95238
2020-07-08,19,53,45,107648
2020-07-08,19,53,45,119959
2020-07-08,19,53,45,132422
2020-07-08,19,53,45,144836
2020-07-08,19,53,45,157212
2020-07-08,19,53,45,169661
2020-07-08,19,53,45,182088
2020-07-08,19,53,45,194518
2020-07-08,19,53,45,206928
2020-07-08,19,53,45,219196
2020-07-08,19,53,45,231571
2020-07-08,19,53,45,243953
2020-07-08,19,53,45,256447
2020-07-08,19,53,45,268831
2020-07-08,19,53,45,281297
2020-07-08,19,53,45,293759
2020-07-08,19,53,45,306101
2020-07-08,19,53,45,318530
2020-07-08,19,53,45,331031
2020-07-08,19,53,45,344035
2020-07-08,19,53,45,358596
2020-07-08,19,53,45,371122
2020-07-08,19,53,45,384733
2020-07-08,19,53,45,396250
2020-07-08,19,53,45,408892
2020-07-08,19,53,45,420906
2020-07-08,19,53,45,433366
2020-07-08,19,53,45,446173
2020-07-08,19,53,45,459583
2020-07-08,19,53,45,471856
2020-07-08,19,53,45,484547
2020-07-08,19,53,45,498024
2020-07-08,19,53,45,510512
2020-07-08,19,53,45,523708
2020-07-08,19,53,45,535910
2020-07-08,19,53,45,548503
2020-07-08,19,53,45,562300
2020-07-08,19,53,45,574691
2020-07-08,19,53,45,587401
2020-07-08,19,53,45,599619
2020-07-08,19,53,45,612139
2020-07-08,19,53,45,624882
2020-07-08,19,53,45,637259
2020-07-08,19,53,45,649728
2020-07-08,19,53,45,662214
2020-07-08,19,53,45,674658
2020-07-08,19,53,45,687230
2020-07-08,19,53,45,699569
2020-07-08,19,53,45,712037
2020-07-08,19,53,45,724657
2020-07-08,19,53,45,736983
2020-07-08,19,53,45,750417
2020-07-08,19,53,45,762951
2020-07-08,19,53,45,775372
2020-07-08,19,53,45,787685
2020-07-08,19,53,45,800477
2020-07-08,19,53,45,812551
2020-07-08,19,53,45,825029
2020-07-08,19,53,45,837416
2020-07-08,19,53,45,849998
2020-07-08,19,53,45,862428
2020-07-08,19,53,45,874790
2020-07-08,19,53,45,887521
2020-07-08,19,53,45,899770
2020-07-08,19,53,45,912049
2020-07-08,19,53,45,924697
2020-07-08,19,53,45,937270
2020-07-08,19,53,45,949675
2020-07-08,19,53,45,962076
2020-07-08,19,53,45,974759
2020-07-08,19,53,45,987106
2020-07-08,19,53,45,999588
2020-07-08,19,53,46,12016
2020-07-08,19,53,46,25160
2020-07-08,19,53,46,37269
2020-07-08,19,53,46,49766
2020-07-08,19,53,46,62526
2020-07-08,19,53,46,74807
2020-07-08,19,53,46,87387
2020-07-08,19,53,46,99664
2020-07-08,19,53,46,112110
2020-07-08,19,53,46,124657
2020-07-08,19,53,46,137102
2020-07-08,19,53,46,149546
2020-07-08,19,53,46,162014
2020-07-08,19,53,46,174600
2020-07-08,19,53,46,186873
2020-07-08,19,53,46,199455
2020-07-08,19,53,46,211853
2020-07-08,19,53,46,224346
2020-07-08,19,53,46,236678
2020-07-08,19,53,46,249131
2020-07-08,19,53,46,261513
2020-07-08,19,53,46,273892
2020-07-08,19,53,46,286406
2020-07-08,19,53,46,298958
2020-07-08,19,53,46,311132
2020-07-08,19,53,46,323487
2020-07-08,19,53,46,335921
2020-07-08,19,53,46,348393
2020-07-08,19,53,46,360805
2020-07-08,19,53,46,373257
2020-07-08,19,53,46,385672
2020-07-08,19,53,46,398057
2020-07-08,19,53,46,410458
2020-07-08,19,53,46,423231
2020-07-08,19,53,46,435803
2020-07-08,19,53,46,448329
2020-07-08,19,53,46,461087
2020-07-08,19,53,46,473593
2020-07-08,19,53,46,486144
2020-07-08,19,53,46,498447
2020-07-08,19,53,46,510967
2020-07-08,19,53,46,523423
2020-07-08,19,53,46,535989
2020-07-08,19,53,46,548396
2020-07-08,19,53,46,560819
2020-07-08,19,53,46,573094
2020-07-08,19,53,46,586466
2020-07-08,19,53,46,598729
2020-07-08,19,53,46,611323
2020-07-08,19,53,46,623805
2020-07-08,19,53,46,636127
2020-07-08,19,53,46,648549
2020-07-08,19,53,46,660951
2020-07-08,19,53,46,673403
2020-07-08,19,53,46,686221
2020-07-08,19,53,46,698258
2020-07-08,19,53,46,710824
2020-07-08,19,53,46,723154
2020-07-08,19,53,46,735635
2020-07-08,19,53,46,748066
2020-07-08,19,53,46,760431
2020-07-08,19,53,46,773374
2020-07-08,19,53,46,786006
2020-07-08,19,53,46,798469
2020-07-08,19,53,46,810656
2020-07-08,19,53,46,823101
2020-07-08,19,53,46,835525
2020-07-08,19,53,46,847986
2020-07-08,19,53,46,860400
2020-07-08,19,53,46,872836
2020-07-08,19,53,46,885247
2020-07-08,19,53,46,898160
2020-07-08,19,53,46,910735
2020-07-08,19,53,46,923176
2020-07-08,19,53,46,935527
2020-07-08,19,53,46,948197
2020-07-08,19,53,46,960618
2020-07-08,19,53,46,973113
2020-07-08,19,53,46,985716
2020-07-08,19,53,46,998033
2020-07-08,19,53,47,10465
2020-07-08,19,53,47,22881
2020-07-08,19,53,47,35230
2020-07-08,19,53,47,47881
2020-07-08,19,53,47,60133
2020-07-08,19,53,47,72630
2020-07-08,19,53,47,85211
2020-07-08,19,53,47,97429
2020-07-08,19,53,47,109882
2020-07-08,19,53,47,122306
2020-07-08,19,53,47,134782
2020-07-08,19,53,47,147381
2020-07-08,19,53,47,159634
2020-07-08,19,53,47,172113
2020-07-08,19,53,47,184580
2020-07-08,19,53,47,196892
2020-07-08,19,53,47,209243
2020-07-08,19,53,47,221593
2020-07-08,19,53,47,233890
2020-07-08,19,53,47,246277
2020-07-08,19,53,47,258796
2020-07-08,19,53,47,271115
2020-07-08,19,53,47,283512
2020-07-08,19,53,47,295797
2020-07-08,19,53,47,308280
2020-07-08,19,53,47,321047
2020-07-08,19,53,47,333230
2020-07-08,19,53,47,345659
2020-07-08,19,53,47,358208
2020-07-08,19,53,47,370467
2020-07-08,19,53,47,382834
2020-07-08,19,53,47,395770
2020-07-08,19,53,47,407918
2020-07-08,19,53,47,420051
2020-07-08,19,53,47,432397
2020-07-08,19,53,47,444857
2020-07-08,19,53,47,457166
2020-07-08,19,53,47,469558
2020-07-08,19,53,47,482053
2020-07-08,19,53,47,494408
2020-07-08,19,53,47,506868
2020-07-08,19,53,47,519191
2020-07-08,19,53,47,531557
2020-07-08,19,53,47,544149
2020-07-08,19,53,47,556629
2020-07-08,19,53,47,569445
2020-07-08,19,53,47,582564
2020-07-08,19,53,47,595038
2020-07-08,19,53,47,608290
2020-07-08,19,53,47,619933
2020-07-08,19,53,47,632415
2020-07-08,19,53,47,646041
2020-07-08,19,53,47,657779
2020-07-08,19,53,47,670020
2020-07-08,19,53,47,682769
2020-07-08,19,53,47,695057
2020-07-08,19,53,47,707681
2020-07-08,19,53,47,719952
2020-07-08,19,53,47,732424
2020-07-08,19,53,47,744952
2020-07-08,19,53,47,757338
2020-07-08,19,53,47,769687
2020-07-08,19,53,47,782696
2020-07-08,19,53,47,795422
2020-07-08,19,53,47,807675
2020-07-08,19,53,47,820202
2020-07-08,19,53,47,832535
2020-07-08,19,53,47,844827
2020-07-08,19,53,47,857118
2020-07-08,19,53,47,869447
2020-07-08,19,53,47,881784
2020-07-08,19,53,47,894133
2020-07-08,19,53,47,906466
2020-07-08,19,53,47,918811
2020-07-08,19,53,47,931145
2020-07-08,19,53,47,943433
2020-07-08,19,53,47,955794
2020-07-08,19,53,47,968388
2020-07-08,19,53,47,980758
2020-07-08,19,53,47,993249
2020-07-08,19,53,48,5509
2020-07-08,19,53,48,17790
2020-07-08,19,53,48,30137
2020-07-08,19,53,48,42538
2020-07-08,19,53,48,54863
2020-07-08,19,53,48,67253
2020-07-08,19,53,48,79610
2020-07-08,19,53,48,92177
2020-07-08,19,53,48,104514
2020-07-08,19,53,48,116985
2020-07-08,19,53,48,129533
2020-07-08,19,53,48,141999
2020-07-08,19,53,48,154365
2020-07-08,19,53,48,167320
2020-07-08,19,53,48,179789
2020-07-08,19,53,48,192316
2020-07-08,19,53,48,208236
2020-07-08,19,53,48,220957
2020-07-08,19,53,48,233384
2020-07-08,19,53,48,246033
2020-07-08,19,53,48,258184
2020-07-08,19,53,48,270554
2020-07-08,19,53,48,282949
2020-07-08,19,53,48,295273
2020-07-08,19,53,48,307600
2020-07-08,19,53,48,320011
2020-07-08,19,53,48,332857
2020-07-08,19,53,48,345841
2020-07-08,19,53,48,358230
2020-07-08,19,53,48,370768
2020-07-08,19,53,48,384463
2020-07-08,19,53,48,398285
2020-07-08,19,53,48,410679
2020-07-08,19,53,48,425443
2020-07-08,19,53,48,436851
2020-07-08,19,53,48,449236
2020-07-08,19,53,48,461677
2020-07-08,19,53,48,474144
2020-07-08,19,53,48,486674
2020-07-08,19,53,48,498825
2020-07-08,19,53,48,511136
2020-07-08,19,53,48,523428
2020-07-08,19,53,48,535913
2020-07-08,19,53,48,548243
2020-07-08,19,53,48,560789
2020-07-08,19,53,48,573178
2020-07-08,19,53,48,585728
2020-07-08,19,53,48,598076
2020-07-08,19,53,48,610429
2020-07-08,19,53,48,622928
2020-07-08,19,53,48,635331
2020-07-08,19,53,48,647848
2020-07-08,19,53,48,660216
2020-07-08,19,53,48,673166
2020-07-08,19,53,48,685377
2020-07-08,19,53,48,697848
2020-07-08,19,53,48,710704
2020-07-08,19,53,48,723460
2020-07-08,19,53,48,736019
2020-07-08,19,53,48,748444
2020-07-08,19,53,48,761016
2020-07-08,19,53,48,773526
2020-07-08,19,53,48,785996
2020-07-08,19,53,48,798863
2020-07-08,19,53,48,811031
2020-07-08,19,53,48,824206
2020-07-08,19,53,48,836248
2020-07-08,19,53,48,848739
2020-07-08,19,53,48,861487
2020-07-08,19,53,48,873821
2020-07-08,19,53,48,886321
2020-07-08,19,53,48,898726
2020-07-08,19,53,48,911456
2020-07-08,19,53,48,923944
2020-07-08,19,53,48,937033
2020-07-08,19,53,48,949096
2020-07-08,19,53,48,961732
2020-07-08,19,53,48,974186
2020-07-08,19,53,48,986919
2020-07-08,19,53,48,999028
2020-07-08,19,53,49,11696
2020-07-08,19,53,49,24624
2020-07-08,19,53,49,37076
2020-07-08,19,53,49,49403
2020-07-08,19,53,49,61900
2020-07-08,19,53,49,74411
2020-07-08,19,53,49,86924
2020-07-08,19,53,49,99460
2020-07-08,19,53,49,111934
2020-07-08,19,53,49,124472
2020-07-08,19,53,49,136988
2020-07-08,19,53,49,149557
2020-07-08,19,53,49,162740
2020-07-08,19,53,49,175080
2020-07-08,19,53,49,188205
2020-07-08,19,53,49,200149
2020-07-08,19,53,49,212670
2020-07-08,19,53,49,225374
2020-07-08,19,53,49,237966
2020-07-08,19,53,49,250544
2020-07-08,19,53,49,263316
2020-07-08,19,53,49,275954
2020-07-08,19,53,49,289845
2020-07-08,19,53,49,301658
2020-07-08,19,53,49,314350
2020-07-08,19,53,49,327084
2020-07-08,19,53,49,339737
2020-07-08,19,53,49,354816
2020-07-08,19,53,49,367665
2020-07-08,19,53,49,379917
2020-07-08,19,53,49,392126
2020-07-08,19,53,49,404363
2020-07-08,19,53,49,416750
2020-07-08,19,53,49,429294
2020-07-08,19,53,49,441780
2020-07-08,19,53,49,454203
2020-07-08,19,53,49,466564
2020-07-08,19,53,49,478977
2020-07-08,19,53,49,491845
2020-07-08,19,53,49,507246
2020-07-08,19,53,49,519753
2020-07-08,19,53,49,532495
2020-07-08,19,53,49,545152
2020-07-08,19,53,49,558568
2020-07-08,19,53,49,570647
2020-07-08,19,53,49,582609
2020-07-08,19,53,49,596221
2020-07-08,19,53,49,608506
2020-07-08,19,53,49,621318
2020-07-08,19,53,49,633895
2020-07-08,19,53,49,646462
2020-07-08,19,53,49,659284
2020-07-08,19,53,49,669288
2020-07-08,19,53,49,680461
2020-07-08,19,53,49,693756
2020-07-08,19,53,49,705544
2020-07-08,19,53,49,718056
2020-07-08,19,53,49,730793
2020-07-08,19,53,49,743441
2020-07-08,19,53,49,755501
2020-07-08,19,53,49,768080
2020-07-08,19,53,49,780403
2020-07-08,19,53,49,792872
2020-07-08,19,53,49,805585
2020-07-08,19,53,49,817684
2020-07-08,19,53,49,830178
2020-07-08,19,53,49,842638
2020-07-08,19,53,49,855084
2020-07-08,19,53,49,867568
2020-07-08,19,53,49,879985
2020-07-08,19,53,49,892404
2020-07-08,19,53,49,905190
2020-07-08,19,53,49,917493
2020-07-08,19,53,49,929913
2020-07-08,19,53,49,942394
2020-07-08,19,53,49,954849
2020-07-08,19,53,49,967434
2020-07-08,19,53,49,979902
2020-07-08,19,53,49,992522
2020-07-08,19,53,50,5160
2020-07-08,19,53,50,17681
2020-07-08,19,53,50,30101
2020-07-08,19,53,50,42587
2020-07-08,19,53,50,55794
2020-07-08,19,53,50,67662
2020-07-08,19,53,50,80399
2020-07-08,19,53,50,93736
2020-07-08,19,53,50,106575
2020-07-08,19,53,50,118513
2020-07-08,19,53,50,131005
2020-07-08,19,53,50,144859
2020-07-08,19,53,50,157279
2020-07-08,19,53,50,169713
2020-07-08,19,53,50,182898
2020-07-08,19,53,50,194740
2020-07-08,19,53,50,207143
2020-07-08,19,53,50,219662
2020-07-08,19,53,50,232321
2020-07-08,19,53,50,244648
2020-07-08,19,53,50,257004
2020-07-08,19,53,50,269553
2020-07-08,19,53,50,281887
2020-07-08,19,53,50,290081
2020-07-08,19,53,50,302399
2020-07-08,19,53,50,309889
2020-07-08,19,53,50,322901
2020-07-08,19,53,50,331240
2020-07-08,19,53,50,344100
2020-07-08,19,53,50,353702
2020-07-08,19,53,50,366263
2020-07-08,19,53,50,376772
2020-07-08,19,53,50,389537
2020-07-08,19,53,50,400285
2020-07-08,19,53,50,412730
2020-07-08,19,53,50,424085
2020-07-08,19,53,50,436566
2020-07-08,19,53,50,446327
2020-07-08,19,53,50,458905
2020-07-08,19,53,50,467927
2020-07-08,19,53,50,480672
2020-07-08,19,53,50,491027
2020-07-08,19,53,50,503414
2020-07-08,19,53,50,512689
2020-07-08,19,53,50,525236
2020-07-08,19,53,50,535892
2020-07-08,19,53,50,548404
2020-07-08,19,53,50,562971
2020-07-08,19,53,50,575414
2020-07-08,19,53,50,585131
2020-07-08,19,53,50,597721
2020-07-08,19,53,50,606892
2020-07-08,19,53,50,619378
2020-07-08,19,53,50,628139
