Dia,Hora,Minuto,Segundo,Microsegundo,presion,flujo
2020-09-30,12,26,40,356117,-19.0,53.4
2020-09-30,12,26,40,404998,-15.5,51.6
2020-09-30,12,26,40,453732,-48.2,46.3
2020-09-30,12,26,40,503910,-37.0,42.8
2020-09-30,12,26,40,553811,-37.0,39.6
2020-09-30,12,26,40,602232,-37.0,36.0
2020-09-30,12,26,40,653348,-29.1,33.1
2020-09-30,12,26,40,698324,-27.0,30.2
2020-09-30,12,26,40,747085,-24.8,27.6
2020-09-30,12,26,40,798736,-22.8,24.7
2020-09-30,12,26,40,855184,-20.2,24.7
2020-09-30,12,26,40,903717,-17.5,19.6
2020-09-30,12,26,40,953770,-15.6,17.8
2020-09-30,12,26,41,2848,-13.1,17.8
2020-09-30,12,26,41,52443,-10.7,14.6
2020-09-30,12,26,41,100033,-8.3,13.6
2020-09-30,12,26,41,150605,-6.2,12.9
2020-09-30,12,26,41,201261,-5.6,12.3
2020-09-30,12,26,41,256108,-5.0,11.5
2020-09-30,12,26,41,306070,-4.4,11.2
2020-09-30,12,26,41,356344,-3.9,10.6
2020-09-30,12,26,41,404550,-3.4,10.3
2020-09-30,12,26,41,453849,-3.5,10.2
2020-09-30,12,26,41,503450,-3.3,9.8
2020-09-30,12,26,41,554037,-2.7,9.3
2020-09-30,12,26,41,605734,-2.7,8.9
2020-09-30,12,26,41,651738,-2.7,8.4
2020-09-30,12,26,41,703564,-2.2,8.2
2020-09-30,12,26,41,752340,-2.2,7.8
2020-09-30,12,26,41,802848,-1.8,7.5
2020-09-30,12,26,41,852148,-2.1,7.7
2020-09-30,12,26,41,904433,-1.8,7.2
2020-09-30,12,26,41,955451,-1.6,6.9
2020-09-30,12,26,42,4429,-1.6,6.6
2020-09-30,12,26,42,51575,-1.6,6.7
2020-09-30,12,26,42,101528,-1.2,6.2
2020-09-30,12,26,42,158081,-1.6,6.0
2020-09-30,12,26,42,208458,-1.1,6.1
2020-09-30,12,26,42,258481,-1.8,5.7
2020-09-30,12,26,42,304571,-1.8,5.4
2020-09-30,12,26,42,355592,-1.2,5.4
2020-09-30,12,26,42,405219,-0.6,5.6
2020-09-30,12,26,42,454108,-1.1,5.0
2020-09-30,12,26,42,504554,-0.5,5.0
2020-09-30,12,26,42,554349,-0.5,4.8
2020-09-30,12,26,42,605973,0.2,5.4
2020-09-30,12,26,42,655014,8.3,6.4
2020-09-30,12,26,42,702132,11.1,7.5
2020-09-30,12,26,42,752374,11.1,9.7
2020-09-30,12,26,42,803037,15.8,11.8
2020-09-30,12,26,42,851611,15.8,14.1
2020-09-30,12,26,42,904713,18.8,17.2
2020-09-30,12,26,42,958931,20.4,20.1
2020-09-30,12,26,43,8915,22.1,23.3
2020-09-30,12,26,43,58885,23.4,26.1
2020-09-30,12,26,43,107934,26.1,29.5
2020-09-30,12,26,43,159006,27.6,32.6
2020-09-30,12,26,43,203586,29.9,36.1
2020-09-30,12,26,43,253615,31.0,39.0
2020-09-30,12,26,43,303767,31.9,42.5
2020-09-30,12,26,43,356294,32.9,46.4
2020-09-30,12,26,43,404932,32.7,49.5
2020-09-30,12,26,43,454959,30.6,52.0
2020-09-30,12,26,43,506366,25.7,54.2
2020-09-30,12,26,43,554380,18.6,54.2
2020-09-30,12,26,43,601460,10.2,56.3
2020-09-30,12,26,43,652341,-0.5,56.0
2020-09-30,12,26,43,704751,-18.4,53.5
2020-09-30,12,26,43,757473,-18.4,52.4
2020-09-30,12,26,43,807796,-50.4,47.0
2020-09-30,12,26,43,858388,-36.9,43.1
2020-09-30,12,26,43,905911,-34.9,39.8
2020-09-30,12,26,43,954204,-32.1,36.3
2020-09-30,12,26,44,4690,-29.1,33.5
2020-09-30,12,26,44,56015,-27.4,30.3
2020-09-30,12,26,44,105327,-24.6,27.4
2020-09-30,12,26,44,161690,-22.6,27.4
2020-09-30,12,26,44,210670,-19.7,21.9
2020-09-30,12,26,44,261979,-17.0,19.8
2020-09-30,12,26,44,309823,-15.5,19.8
2020-09-30,12,26,44,361856,-13.5,15.9
2020-09-30,12,26,44,408854,-10.3,14.7
2020-09-30,12,26,44,454591,-8.6,13.7
2020-09-30,12,26,44,506406,-6.4,13.2
2020-09-30,12,26,44,556393,-5.8,12.4
2020-09-30,12,26,44,606185,-5.1,12.0
2020-09-30,12,26,44,655825,-4.7,11.3
2020-09-30,12,26,44,702821,-4.2,10.8
2020-09-30,12,26,44,753191,-3.9,10.3
2020-09-30,12,26,44,809131,-3.2,9.9
2020-09-30,12,26,44,861054,-2.7,9.4
2020-09-30,12,26,44,909040,-3.1,8.9
2020-09-30,12,26,44,955205,-2.8,8.6
2020-09-30,12,26,45,5514,-2.4,8.6
2020-09-30,12,26,45,55529,-2.5,8.1
2020-09-30,12,26,45,110235,-2.3,7.8
2020-09-30,12,26,45,160301,-1.8,7.6
2020-09-30,12,26,45,210496,-1.9,7.4
2020-09-30,12,26,45,262187,-1.7,7.1
2020-09-30,12,26,45,311446,-1.6,6.9
2020-09-30,12,26,45,356213,-1.6,6.6
2020-09-30,12,26,45,408675,-1.4,6.6
2020-09-30,12,26,45,454803,-1.3,6.1
2020-09-30,12,26,45,505158,-1.3,6.0
2020-09-30,12,26,45,555097,-1.0,5.8
2020-09-30,12,26,45,603082,-1.5,5.8
2020-09-30,12,26,45,651210,-0.9,5.8
2020-09-30,12,26,45,707315,-1.3,5.6
2020-09-30,12,26,45,758093,-1.2,5.4
2020-09-30,12,26,45,808544,-0.7,5.1
2020-09-30,12,26,45,853317,-0.6,4.9
2020-09-30,12,26,45,905716,-0.5,4.8
2020-09-30,12,26,45,955493,-0.2,5.1
2020-09-30,12,26,46,155,7.4,6.2
2020-09-30,12,26,46,48525,7.4,7.0
2020-09-30,12,26,46,92986,13.6,9.0
2020-09-30,12,26,46,144689,15.0,11.0
2020-09-30,12,26,46,194751,16.5,13.3
2020-09-30,12,26,46,248506,18.2,16.0
2020-09-30,12,26,46,303342,20.2,19.2
2020-09-30,12,26,46,355681,21.7,22.1
2020-09-30,12,26,46,405136,23.3,25.3
2020-09-30,12,26,46,455004,25.4,28.3
2020-09-30,12,26,46,511468,27.6,31.9
2020-09-30,12,26,46,567770,29.0,35.4
2020-09-30,12,26,46,615227,29.0,39.1
2020-09-30,12,26,46,669868,32.2,43.0
2020-09-30,12,26,46,719875,33.0,46.4
2020-09-30,12,26,46,769656,32.9,49.7
2020-09-30,12,26,46,818645,30.2,52.2
2020-09-30,12,26,46,863251,25.7,54.0
2020-09-30,12,26,46,909378,18.6,55.5
2020-09-30,12,26,46,954882,10.6,55.5
2020-09-30,12,26,47,7962,-0.2,55.6
2020-09-30,12,26,47,52910,-17.6,55.6
2020-09-30,12,26,47,97777,-9.4,52.8
2020-09-30,12,26,47,146697,-42.9,48.5
2020-09-30,12,26,47,192478,-39.9,44.9
2020-09-30,12,26,47,238214,-36.7,41.4
2020-09-30,12,26,47,288459,-33.4,37.8
2020-09-30,12,26,47,335267,-30.4,34.7
2020-09-30,12,26,47,386642,-28.4,32.0
2020-09-30,12,26,47,435315,-26.4,29.0
2020-09-30,12,26,47,482113,-23.8,26.2
2020-09-30,12,26,47,528084,-21.6,23.6
2020-09-30,12,26,47,578023,-19.6,21.7
2020-09-30,12,26,47,628005,-17.2,19.2
2020-09-30,12,26,47,677759,-14.9,17.4
2020-09-30,12,26,47,724212,-14.9,15.8
2020-09-30,12,26,47,774419,-14.9,14.8
2020-09-30,12,26,47,824828,-8.0,13.5
2020-09-30,12,26,47,870478,-6.0,13.0
2020-09-30,12,26,47,920709,-6.0,12.5
2020-09-30,12,26,47,971422,-5.0,11.9
2020-09-30,12,26,48,21810,-4.7,11.4
2020-09-30,12,26,48,72140,-4.2,11.0
2020-09-30,12,26,48,127296,-3.7,10.1
2020-09-30,12,26,48,176982,-3.8,9.8
2020-09-30,12,26,48,233438,-3.1,9.8
2020-09-30,12,26,48,289244,-2.5,9.1
2020-09-30,12,26,48,344973,-2.6,8.8
2020-09-30,12,26,48,397383,-2.3,8.3
2020-09-30,12,26,48,446559,-2.3,8.2
2020-09-30,12,26,48,491222,-2.3,8.0
2020-09-30,12,26,48,538450,-2.0,7.6
2020-09-30,12,26,48,594548,-1.9,7.3
2020-09-30,12,26,48,650869,-1.8,7.3
2020-09-30,12,26,48,707143,-1.6,6.8
2020-09-30,12,26,48,754821,-1.3,6.6
2020-09-30,12,26,48,800009,-1.5,6.3
2020-09-30,12,26,48,855831,-1.3,6.3
2020-09-30,12,26,48,905461,-1.4,6.3
2020-09-30,12,26,48,961374,-0.7,6.3
2020-09-30,12,26,49,7029,-1.3,5.5
2020-09-30,12,26,49,55184,-1.2,5.6
2020-09-30,12,26,49,100027,-1.1,5.4
2020-09-30,12,26,49,145647,-1.0,5.0
2020-09-30,12,26,49,190918,-0.7,5.0
2020-09-30,12,26,49,238506,-0.3,4.9
2020-09-30,12,26,49,283317,-0.2,5.3
2020-09-30,12,26,49,339031,1.1,5.3
2020-09-30,12,26,49,388421,10.3,6.8
2020-09-30,12,26,49,434618,12.4,8.4
2020-09-30,12,26,49,491167,14.5,8.4
2020-09-30,12,26,49,537878,17.0,12.9
2020-09-30,12,26,49,584799,17.4,15.3
2020-09-30,12,26,49,630590,18.6,17.8
2020-09-30,12,26,49,675881,20.5,20.4
2020-09-30,12,26,49,721940,22.3,22.7
2020-09-30,12,26,49,778414,23.5,26.0
2020-09-30,12,26,49,826679,25.7,29.6
2020-09-30,12,26,49,872412,28.1,32.8
2020-09-30,12,26,49,917181,29.0,35.9
2020-09-30,12,26,49,972970,29.0,38.7
2020-09-30,12,26,50,28184,32.1,43.2
2020-09-30,12,26,50,74638,32.8,46.3
2020-09-30,12,26,50,121963,32.9,49.2
2020-09-30,12,26,50,168114,30.3,51.9
2020-09-30,12,26,50,214306,26.9,53.7
2020-09-30,12,26,50,271057,19.8,55.5
2020-09-30,12,26,50,324081,9.6,56.2
2020-09-30,12,26,50,368840,-2.8,55.4
2020-09-30,12,26,50,413527,-17.0,53.6
2020-09-30,12,26,50,458613,-9.1,52.5
2020-09-30,12,26,50,505484,-9.1,49.0
2020-09-30,12,26,50,560335,-40.0,45.0
2020-09-30,12,26,50,607062,-36.1,40.3
2020-09-30,12,26,50,655417,-32.9,40.3
2020-09-30,12,26,50,700688,-29.8,40.3
2020-09-30,12,26,50,757310,-27.8,31.7
2020-09-30,12,26,50,804541,-25.6,28.2
2020-09-30,12,26,50,855367,-22.9,25.4
2020-09-30,12,26,50,900407,-21.7,23.1
2020-09-30,12,26,50,956570,-18.4,20.7
2020-09-30,12,26,51,3348,-16.4,18.6
2020-09-30,12,26,51,55846,-14.0,16.8
2020-09-30,12,26,51,101507,-11.4,15.1
2020-09-30,12,26,51,146678,-9.6,14.0
2020-09-30,12,26,51,203310,-7.1,13.5
2020-09-30,12,26,51,248019,-5.7,13.5
2020-09-30,12,26,51,292412,-5.2,12.2
2020-09-30,12,26,51,339997,-4.9,11.8
2020-09-30,12,26,51,389436,-4.7,11.2
2020-09-30,12,26,51,438736,-4.7,10.7
2020-09-30,12,26,51,485165,-3.8,10.1
2020-09-30,12,26,51,530961,-3.6,9.9
2020-09-30,12,26,51,586685,-3.1,9.4
2020-09-30,12,26,51,631370,-2.7,9.0
2020-09-30,12,26,51,676998,-2.8,9.1
2020-09-30,12,26,51,722763,-2.7,9.0
2020-09-30,12,26,51,778236,-2.5,8.4
2020-09-30,12,26,51,823950,-2.1,7.9
2020-09-30,12,26,51,877015,-2.1,7.7
2020-09-30,12,26,51,922769,-2.7,7.3
2020-09-30,12,26,51,969408,-1.8,7.2
